,Cost,Redundant,epsilon,binding(1),sample,scenario,Time(sec)
0,2700.0,36.0,36.0,True,0,0,0.034392595291137695
1,2820.0,48.0,42.3,False,0,0,0.04531741142272949
2,2880.0,54.0,48.6,False,0,0,0.05632901191711426
3,2940.0,60.0,54.9,False,0,0,0.0672597885131836
4,3000.0,66.0,61.2,False,0,0,0.07823038101196289
5,3060.0,72.0,67.5,False,0,0,0.08920049667358398
6,3120.0,78.0,73.8,False,0,0,0.10017108917236328
7,3180.0,84.0,80.1,False,0,0,0.11114311218261719
8,3240.0,90.0,86.4,False,0,0,0.12310957908630371
9,3300.0,96.0,92.7,False,0,0,0.134080171585083
10,3360.0,102.0,99.0,False,0,0,0.14604830741882324
11,3420.0,108.0,105.3,False,0,0,0.15701961517333984
12,3480.0,114.0,111.6,False,0,0,0.16898775100708008
13,3540.0,120.0,117.9,False,0,0,0.17896008491516113
14,3600.0,126.0,124.2,False,0,0,0.1889352798461914
15,3660.0,132.0,130.5,False,0,0,0.19890713691711426
16,3720.0,138.0,136.8,False,0,0,0.20987725257873535
17,3780.0,144.0,143.1,False,0,0,0.2188563346862793
18,3840.0,150.0,149.4,False,0,0,0.22883987426757812
19,3900.0,156.0,155.7,False,0,0,0.2388172149658203
20,3960.0,162.0,162.0,True,0,0,0.24777650833129883
21,4080.0,174.0,168.3,False,0,0,0.25777506828308105
22,4140.0,180.0,174.6,False,0,0,0.26876115798950195
23,4200.0,186.0,180.9,False,0,0,0.2796909809112549
24,4260.0,192.0,187.2,False,0,0,0.2906615734100342
25,4320.0,198.0,193.5,False,0,0,0.30063652992248535
26,4380.0,204.0,199.8,False,0,0,0.3305699825286865
27,4440.0,210.0,206.1,False,0,0,0.3425638675689697
28,4500.0,216.0,212.4,False,0,0,0.35349369049072266
29,4560.0,222.0,218.7,False,0,0,0.36446404457092285
30,4620.0,228.0,225.0,False,0,0,0.3754608631134033
31,4680.0,234.0,231.3,False,0,0,0.3854098320007324
32,4740.0,240.0,237.6,False,0,0,0.39538145065307617
33,4800.0,246.0,243.9,False,0,0,0.40438103675842285
34,4860.0,252.0,250.2,False,0,0,0.4153416156768799
35,4920.0,258.0,256.5,False,0,0,0.42430925369262695
36,4980.0,264.0,262.8,False,0,0,0.4342772960662842
37,5040.0,270.0,269.1,False,0,0,0.44425296783447266
38,5100.0,276.0,275.4,False,0,0,0.45424938201904297
39,5160.0,282.0,281.7,False,0,0,0.46279072761535645
40,5220.0,288.0,288.0,True,0,0,0.472811222076416
41,5340.0,300.0,294.3,False,0,0,0.4836161136627197
42,5400.0,306.0,300.6,False,0,0,0.49558544158935547
43,5460.0,312.0,306.9,False,0,0,0.5056300163269043
44,5520.0,318.0,313.2,False,0,0,0.5175721645355225
45,5580.0,324.0,319.5,False,0,0,0.5295426845550537
46,5640.0,330.0,325.8,False,0,0,0.5405442714691162
47,5700.0,336.0,332.1,False,0,0,0.5515189170837402
48,5760.0,342.0,338.4,False,0,0,0.563443660736084
49,5820.0,348.0,344.7,False,0,0,0.5744569301605225
50,5880.0,354.0,351.0,False,0,0,0.5845060348510742
51,5940.0,360.0,357.3,False,0,0,0.5954394340515137
52,6000.0,366.0,363.6,False,0,0,0.6054670810699463
53,6060.0,372.0,369.9,False,0,0,0.6144447326660156
54,6120.0,378.0,376.2,False,0,0,0.6254489421844482
55,6180.0,384.0,382.5,False,0,0,0.6355080604553223
56,6240.0,390.0,388.8,False,0,0,0.6444833278656006
57,6300.0,396.0,395.1,False,0,0,0.6544151306152344
58,6360.0,402.0,401.4,False,0,0,0.6634283065795898
59,6420.0,408.0,407.7,False,0,0,0.6734488010406494
60,6480.0,414.0,414.0,True,0,0,0.6824901103973389
61,6600.0,426.0,420.3,False,0,0,0.6927616596221924
62,6660.0,432.0,426.6,False,0,0,0.7028133869171143
63,6720.0,438.0,432.9,False,0,0,0.7147789001464844
64,6780.0,444.0,439.2,False,0,0,0.7248320579528809
65,6840.0,450.0,445.5,False,0,0,0.7338182926177979
66,6900.0,456.0,451.8,False,0,0,0.7458875179290771
67,6960.0,462.0,458.1,False,0,0,0.7548856735229492
68,7020.0,468.0,464.4,False,0,0,0.7658736705780029
69,7080.0,474.0,470.7,False,0,0,0.7759006023406982
70,7140.0,480.0,477.0,False,0,0,0.7849512100219727
71,7200.0,486.0,483.3,False,0,0,0.7949733734130859
72,7260.0,492.0,489.6,False,0,0,0.8049647808074951
73,7320.0,498.0,495.9,False,0,0,0.8145601749420166
74,7380.0,504.0,502.2,False,0,0,0.8235654830932617
75,7440.0,510.0,508.5,False,0,0,0.8335084915161133
76,7500.0,516.0,514.8,False,0,0,0.8424854278564453
77,7560.0,522.0,521.1,False,0,0,0.8514599800109863
78,7620.0,528.0,527.4,False,0,0,0.8624320030212402
79,7680.0,534.0,533.7,False,0,0,0.8724110126495361
80,7740.0,540.0,540.0,True,0,0,0.8823788166046143
81,7860.0,552.0,546.3,False,0,0,0.8933491706848145
82,7920.0,558.0,552.6,False,0,0,0.903322696685791
83,7980.0,564.0,558.9,False,0,0,0.9142975807189941
84,8040.0,570.0,565.2,False,0,0,0.9261143207550049
