,Cost,Redundant,Time(sec)
73,5998.333333333331,636.0,0.031276702880859375
74,14688.333333333327,1036.0,0.04686403274536133
75,7851.666666666666,787.0,0.05227303504943848
76,10963.333333333327,1168.0,0.0392911434173584
77,6738.333333333331,716.0,0.04683661460876465
78,15308.333333333334,974.0,0.04686236381530762
79,9806.666666666668,1240.0,0.031246185302734375
80,9326.666666666668,1225.0,0.04686379432678223
81,6766.666666666658,747.0,0.031241893768310547
82,8418.333333333332,1090.0,0.031243324279785156
83,9769.999999999998,920.0,0.031246662139892578
84,6251.666666666666,781.0,0.03125429153442383
85,17908.333333333332,1096.0,0.04688072204589844
86,8134.999999999996,998.0,0.04683113098144531
87,7596.666666666666,1003.0,0.031241655349731445
88,7518.333333333331,552.0,0.04686474800109863
89,8211.666666666666,1189.0,0.03124237060546875
90,7894.999999999998,1003.0,0.04686379432678223
91,8868.333333333332,1197.0,0.031242847442626953
92,9164.999999999996,1512.0,0.04689836502075195
93,8954.999999999998,1112.0,0.031208038330078125
94,7964.999999999997,1022.0,0.06251049041748047
95,8590.0,974.0,0.031262874603271484
96,8018.333333333333,913.0,0.046820878982543945
97,6398.333333333333,825.0,0.04689455032348633
98,12628.333333333328,1059.0,0.04686880111694336
99,8828.333333333323,1290.0,0.046865224838256836
100,8051.666666666667,977.0,0.046826839447021484
101,7404.999999999993,695.0,0.04687237739562988
102,10416.666666666668,1125.0,0.0312800407409668
103,12479.999999999998,968.0,0.04684758186340332
104,6878.333333333334,773.0,0.031250715255737305
105,7621.666666666667,919.0,0.031235456466674805
106,10380.0,1171.0,0.06245541572570801
107,10298.333333333328,1179.0,0.04686403274536133
108,7299.999999999995,958.0,0.03124260902404785
109,10159.999999999998,1226.0,0.031272172927856445
110,8478.333333333332,1332.0,0.04683399200439453
111,5804.999999999999,489.0,0.03124213218688965
112,9079.999999999996,1232.0,0.04686594009399414
113,10246.666666666664,1331.0,0.04686403274536133
114,9178.333333333332,1169.0,0.031248807907104492
115,8806.666666666662,1009.0,0.04688572883605957
116,9098.333333333332,1244.0,0.046834707260131836
117,8388.333333333334,1144.0,0.0312809944152832
118,8454.999999999993,1064.0,0.04682636260986328
119,10231.666666666664,1117.0,0.03127264976501465
120,9054.999999999998,879.0,0.043631553649902344
121,10053.333333333332,1092.0,0.037320613861083984
122,15913.333333333334,1248.0,0.04689502716064453
123,8483.33333333333,1007.0,0.046869516372680664
124,5376.666666666663,379.0,0.03124403953552246
125,7859.999999999997,916.0,0.046866416931152344
126,8511.666666666664,984.0,0.03123021125793457
127,6851.666666666666,646.0,0.03126215934753418
128,8056.666666666664,883.0,0.04682040214538574
129,6290.000000000001,913.0,0.04966616630554199
130,8103.333333333333,895.0,0.031243562698364258
131,8444.999999999993,1061.0,0.04687857627868652
132,6186.666666666666,742.0,0.046846866607666016
133,6733.333333333332,665.0,0.03124213218688965
134,9541.666666666662,1309.0,0.031241893768310547
135,8604.999999999995,944.0,0.031242847442626953
136,6724.999999999997,674.0,0.031270503997802734
137,10161.666666666664,1153.0,0.049285173416137695
138,8084.999999999999,1018.0,0.041289567947387695
139,7864.999999999999,817.0,0.03302145004272461
140,8011.666666666666,926.0,0.03127312660217285
141,7136.666666666666,867.0,0.031255245208740234
142,6788.333333333331,836.0,0.04682755470275879
143,6939.999999999999,842.0,0.046864986419677734
144,8311.66666666666,937.0,0.04686307907104492
145,7326.666666666665,930.0,0.031241416931152344
146,14033.333333333328,976.0,0.04686546325683594
147,9218.333333333332,1201.0,0.046862125396728516
148,8656.666666666664,1143.0,0.08155131340026855
149,8325.0,1112.0,0.05425906181335449
150,10174.999999999998,1330.0,0.05287003517150879
151,12214.999999999998,1036.0,0.04972362518310547
152,5666.666666666665,418.0,0.03124547004699707
153,10991.666666666666,1133.0,0.04704451560974121
154,7373.333333333332,813.0,0.021954774856567383
155,8846.66666666666,904.0,0.04188132286071777
156,6509.999999999998,689.0,0.03124213218688965
157,13643.333333333334,1079.0,0.03124260902404785
158,9913.333333333325,1259.0,0.062085866928100586
159,7699.999999999998,840.0,0.04288315773010254
160,8194.999999999998,1081.0,0.045874834060668945
161,7103.333333333331,766.0,0.06181144714355469
162,7916.666666666664,956.0,0.07579612731933594
163,7541.666666666667,1057.0,0.0468745231628418
164,10013.333333333332,1186.0,0.047872066497802734
165,7791.666666666666,856.0,0.03789877891540527
166,12144.999999999998,1254.0,0.03212165832519531
167,8799.999999999998,1065.0,0.031244277954101562
168,7931.666666666665,815.0,0.05706167221069336
169,8844.999999999985,1162.0,0.03789854049682617
170,8574.999999999995,1290.0,0.037899017333984375
171,9879.999999999998,960.0,0.037897586822509766
172,8851.666666666664,992.0,0.03989267349243164
173,5511.666666666666,483.0,0.039893150329589844
174,13671.666666666664,1041.0,0.07579708099365234
175,8814.999999999998,1181.0,0.03789877891540527
176,7531.66666666666,825.0,0.03789806365966797
177,6259.999999999999,661.0,0.0378720760345459
178,7551.666666666667,734.0,0.03789710998535156
179,7218.333333333332,926.0,0.036901235580444336
180,7534.999999999998,679.0,0.03989362716674805
181,7748.333333333333,811.0,0.05173635482788086
182,7873.333333333332,874.0,0.048029184341430664
183,9396.666666666662,1247.0,0.03775477409362793
184,10869.999999999998,1098.0,0.03900337219238281
185,15466.666666666662,1205.0,0.07505679130554199
186,8485.0,990.0,0.045217037200927734
187,8111.666666666666,938.0,0.035578012466430664
188,9206.666666666666,1357.0,0.031244754791259766
189,7061.666666666663,884.0,0.050363779067993164
190,9418.333333333332,1142.0,0.03125166893005371
191,7386.666666666666,961.0,0.04188227653503418
192,7406.666666666666,871.0,0.025647401809692383
193,10616.666666666662,1040.0,0.059762001037597656
194,8596.666666666659,1010.0,0.050864219665527344
195,9756.666666666664,1255.0,0.05884408950805664
196,8966.666666666659,1154.0,0.04188704490661621
197,6898.333333333332,804.0,0.039893388748168945
198,9399.999999999996,1150.0,0.04142618179321289
199,7893.333333333333,1072.0,0.048030853271484375
200,9448.333333333334,1199.0,0.03806924819946289
201,9553.33333333333,1121.0,0.043883323669433594
202,9058.333333333334,956.0,0.040899038314819336
203,6506.666666666662,541.0,0.040889739990234375
204,15746.666666666664,909.0,0.04288601875305176
205,7258.3333333333285,763.0,0.036904335021972656
206,8144.999999999998,892.0,0.042885541915893555
207,9161.666666666664,902.0,0.04088950157165527
208,5899.999999999999,561.0,0.03889822959899902
209,8141.666666666666,884.0,0.04384303092956543
210,8265.0,1060.0,0.047872066497802734
211,8388.33333333333,1230.0,0.04787039756774902
212,9823.33333333333,1115.0,0.04089045524597168
213,7754.999999999999,684.0,0.03690004348754883
214,10811.666666666668,1304.0,0.040889739990234375
215,7006.666666666667,815.0,0.05585193634033203
216,10950.0,1024.0,0.06183457374572754
217,8508.333333333334,850.0,0.0388951301574707
218,8995.0,1099.0,0.03789663314819336
219,7613.33333333333,735.0,0.03887057304382324
220,8886.666666666668,1011.0,0.03787493705749512
221,8606.666666666664,1182.0,0.046827077865600586
222,6668.333333333334,850.0,0.04656791687011719
223,8069.999999999998,1113.0,0.043198347091674805
224,7199.999999999998,998.0,0.03705406188964844
225,8286.666666666662,1045.0,0.04599142074584961
226,10566.666666666664,959.0,0.041564226150512695
227,6613.333333333333,602.0,0.052414894104003906
228,8114.999999999996,1095.0,0.06382942199707031
229,8178.333333333335,935.0,0.03839278221130371
230,7043.333333333333,908.0,0.03938937187194824
231,10836.666666666664,1167.0,0.03630828857421875
232,8056.666666666665,940.0,0.04395580291748047
233,9301.666666666666,1164.0,0.043459415435791016
234,7053.333333333331,832.0,0.035158634185791016
235,7896.666666666667,954.0,0.03887319564819336
236,8508.33333333333,1316.0,0.04188799858093262
237,8793.333333333332,1025.0,0.04385685920715332
238,9844.999999999998,1302.0,0.039893150329589844
239,16156.666666666666,979.0,0.04088950157165527
240,6053.333333333332,571.0,0.03889727592468262
241,9079.999999999995,1041.0,0.03889751434326172
242,5944.999999999999,571.0,0.03789854049682617
243,7551.666666666665,788.0,0.036901235580444336
244,9313.33333333333,1165.0,0.04587697982788086
245,9503.333333333332,1342.0,0.047870635986328125
246,8186.666666666667,896.0,0.04388284683227539
247,7896.666666666666,1116.0,0.037899017333984375
248,7401.666666666659,769.0,0.035904645919799805
249,8231.666666666668,1015.0,0.03889608383178711
250,7628.33333333333,693.0,0.03789877891540527
251,8323.333333333332,761.0,0.05086565017700195
252,9513.333333333327,1169.0,0.03790020942687988
253,8868.333333333332,1000.0,0.038895606994628906
254,6666.666666666666,654.0,0.049867868423461914
255,6354.999999999994,651.0,0.04287886619567871
256,9593.333333333332,1238.0,0.03265190124511719
257,9468.333333333332,1174.0,0.031239748001098633
258,10905.0,1112.0,0.052475690841674805
259,8579.999999999993,995.0,0.031109094619750977
260,8051.666666666666,976.0,0.046836137771606445
261,8391.666666666657,998.0,0.046860456466674805
262,7959.999999999998,1100.0,0.04686427116394043
263,6823.333333333332,838.0,0.04686379432678223
264,11123.33333333333,1383.0,0.046866655349731445
265,7689.999999999998,972.0,0.04686236381530762
266,9518.333333333332,1073.0,0.04686379432678223
267,6536.666666666666,716.0,0.046863555908203125
268,6253.333333333332,555.0,0.031241893768310547
269,10476.666666666666,1037.0,0.0536956787109375
270,9633.333333333327,1426.0,0.03822183609008789
271,8583.333333333332,997.0,0.047872304916381836
272,8679.999999999998,868.0,0.049906015396118164
273,10626.66666666666,1167.0,0.040851593017578125
274,6289.999999999999,456.0,0.0359039306640625
275,7021.666666666662,880.0,0.04089856147766113
276,7368.333333333333,910.0,0.049866676330566406
277,8811.666666666668,1056.0,0.03992199897766113
278,7509.999999999999,753.0,0.0359039306640625
279,7425.0,912.0,0.048885345458984375
280,10881.666666666664,1178.0,0.05485391616821289
281,11516.666666666666,1223.0,0.03889584541320801
282,12460.0,991.0,0.03789877891540527
283,9888.333333333334,978.0,0.037902116775512695
284,9809.99999999999,1046.0,0.03793764114379883
285,9221.66666666666,1108.0,0.04487919807434082
286,14868.33333333333,1229.0,0.03885602951049805
287,7234.999999999999,666.0,0.040933847427368164
288,7259.999999999999,707.0,0.046833038330078125
289,13996.666666666666,1141.0,0.04488182067871094
290,7716.666666666665,911.0,0.03335261344909668
291,9535.0,1007.0,0.031247854232788086
292,9839.999999999998,1019.0,0.03831076622009277
293,7188.333333333328,787.0,0.031247854232788086
294,9663.33333333333,1321.0,0.031243324279785156
295,5670.0,566.0,0.06828737258911133
296,8123.333333333333,970.0,0.031245708465576172
297,9938.333333333336,1184.0,0.031243562698364258
298,13114.999999999998,1111.0,0.031244516372680664
299,6949.999999999999,820.0,0.031241893768310547
300,9620.0,1067.0,0.04686403274536133
301,15063.33333333333,1025.0,0.046862125396728516
302,8133.333333333332,1007.0,0.06248593330383301
303,9103.333333333325,1160.0,0.05351758003234863
304,8078.333333333331,784.0,0.044344425201416016
305,9658.333333333332,1177.0,0.03889656066894531
306,9793.333333333328,1236.0,0.0388946533203125
307,6326.666666666666,751.0,0.03989410400390625
308,12756.666666666666,919.0,0.040891170501708984
309,8083.333333333334,1034.0,0.03687715530395508
310,7929.999999999993,1092.0,0.037862539291381836
311,11008.333333333332,1310.0,0.03889584541320801
312,15701.666666666664,1265.0,0.04288649559020996
313,9456.666666666666,1047.0,0.05284285545349121
314,7956.666666666663,918.0,0.0528562068939209
315,9201.666666666668,1122.0,0.06283283233642578
316,7271.666666666665,954.0,0.05086350440979004
317,8046.666666666666,1235.0,0.04188990592956543
318,8111.666666666666,1121.0,0.03989243507385254
319,6018.333333333332,664.0,0.03794717788696289
320,15211.666666666664,1038.0,0.14059782028198242
321,6370.0,585.0,0.04686141014099121
322,6794.999999999998,632.0,0.031240463256835938
323,8225.0,1034.0,0.046864986419677734
324,11675.0,1111.0,0.043181657791137695
325,15583.333333333332,1163.0,0.04094433784484863
326,9895.0,1275.0,0.031244993209838867
327,17393.33333333333,1306.0,0.03124213218688965
328,7976.666666666665,832.0,0.031244277954101562
329,8145.0,1039.0,0.06248331069946289
330,9004.999999999998,1048.0,0.04691004753112793
331,10146.666666666664,996.0,0.046817779541015625
332,10090.0,1017.0,0.03124547004699707
333,7474.999999999999,1142.0,0.05947446823120117
334,9855.0,1208.0,0.024652957916259766
335,8913.333333333332,1028.0,0.04686594009399414
336,8814.999999999998,1118.0,0.052860260009765625
337,8423.333333333334,1001.0,0.03483223915100098
338,8306.666666666666,781.0,0.04475140571594238
339,9421.666666666662,994.0,0.03692984580993652
340,6848.333333333327,801.0,0.03388381004333496
341,7356.666666666665,866.0,0.04691290855407715
342,10036.666666666666,1259.0,0.03122568130493164
343,7801.666666666665,853.0,0.04937028884887695
344,9841.666666666666,1494.0,0.03659963607788086
345,9906.666666666666,1013.0,0.03124237060546875
346,8291.666666666662,872.0,0.05073380470275879
347,6408.333333333333,629.0,0.03593873977661133
348,9081.66666666666,1215.0,0.031244516372680664
349,9703.333333333325,1113.0,0.04686880111694336
350,8798.333333333332,1005.0,0.03127002716064453
351,9366.666666666666,1077.0,0.04683041572570801
352,11201.666666666668,1083.0,0.031259775161743164
353,9976.666666666662,1141.0,0.046828269958496094
354,9561.666666666666,1144.0,0.0312800407409668
355,8694.999999999996,1249.0,0.062442779541015625
356,8751.66666666666,1294.0,0.04686617851257324
357,9883.333333333328,1167.0,0.031243085861206055
358,9659.999999999995,1001.0,0.052422285079956055
359,7245.0,803.0,0.04089021682739258
360,8381.666666666666,1065.0,0.031242847442626953
361,8330.0,1297.0,0.046866416931152344
362,6048.333333333333,569.0,0.06704235076904297
363,9599.999999999996,1365.0,0.03525876998901367
364,6323.333333333333,635.0,0.05587172508239746
365,8326.666666666664,681.0,0.03127479553222656
366,9131.666666666659,1108.0,0.031247615814208984
367,8175.0,1047.0,0.04682803153991699
368,8574.999999999998,1245.0,0.04686689376831055
369,11344.999999999998,991.0,0.031246185302734375
370,8321.666666666668,1159.0,0.04686474800109863
371,7390.0,777.0,0.04686141014099121
372,8036.666666666666,993.0,0.0488584041595459
373,7928.33333333333,896.0,0.03097081184387207
374,9451.666666666668,1357.0,0.05265402793884277
375,9190.0,1303.0,0.04593229293823242
376,7354.999999999998,890.0,0.04686403274536133
377,8766.666666666666,922.0,0.04686450958251953
378,7760.0,782.0,0.03124260902404785
379,8966.666666666668,1036.0,0.04686450958251953
380,6636.666666666667,683.0,0.04686594009399414
381,6839.999999999999,1003.0,0.031239986419677734
382,8096.666666666667,871.0,0.046865224838256836
383,10696.666666666668,1255.0,0.04686307907104492
384,8316.666666666664,1070.0,0.03124260902404785
385,20120.0,1077.0,0.04686570167541504
386,7583.333333333332,975.0,0.03964829444885254
387,8523.33333333333,985.0,0.04188704490661621
388,9056.666666666668,1250.0,0.0276181697845459
389,11723.333333333323,1326.0,0.04686689376831055
390,6863.333333333332,801.0,0.031239986419677734
391,7053.3333333333285,945.0,0.04972267150878906
392,6351.666666666666,648.0,0.04089188575744629
393,7944.999999999999,795.0,0.029024124145507812
394,6353.333333333329,550.0,0.034510135650634766
395,6106.666666666667,575.0,0.04690074920654297
396,9784.999999999998,1159.0,0.04682731628417969
397,9613.333333333334,1165.0,0.03127312660217285
398,7546.666666666665,828.0,0.03989124298095703
399,10400.000000000002,1023.0,0.050986289978027344
400,5811.666666666665,578.0,0.0395810604095459
401,9205.0,1114.0,0.046865224838256836
402,11528.333333333332,1227.0,0.048218488693237305
403,6386.666666666665,706.0,0.03659224510192871
404,6651.666666666666,708.0,0.031241655349731445
405,13464.999999999998,959.0,0.046863555908203125
406,6670.0,773.0,0.04378008842468262
407,9356.666666666662,1377.0,0.027963876724243164
408,6056.666666666666,493.0,0.06249117851257324
409,7076.666666666666,630.0,0.04486680030822754
410,8229.999999999996,1144.0,0.04320526123046875
411,9359.999999999998,1044.0,0.030678749084472656
412,7998.333333333329,896.0,0.03124547004699707
413,8121.666666666666,1046.0,0.04686284065246582
414,10978.333333333332,1199.0,0.046861886978149414
415,7360.0,876.0,0.0683894157409668
416,7424.999999999999,1014.0,0.04034137725830078
417,10610.0,1245.0,0.03975319862365723
418,12608.333333333334,955.0,0.038298606872558594
419,7903.333333333333,1091.0,0.031241893768310547
420,6876.666666666665,763.0,0.031244993209838867
421,7281.666666666666,897.0,0.031240224838256836
422,7223.333333333332,840.0,0.04686379432678223
423,11653.333333333332,1017.0,0.03124237060546875
424,9353.333333333332,1406.0,0.046865224838256836
425,6904.999999999993,734.0,0.031241416931152344
426,5413.333333333333,585.0,0.05245566368103027
427,7348.333333333333,940.0,0.03789377212524414
428,7758.333333333332,984.0,0.02564382553100586
429,9171.666666666659,1169.0,0.06467413902282715
430,8673.333333333332,1169.0,0.05531024932861328
431,8961.666666666664,1120.0,0.045661211013793945
432,8161.666666666659,933.0,0.046845197677612305
433,8209.999999999998,974.0,0.031271934509277344
434,11116.666666666664,1188.0,0.04687166213989258
435,13859.999999999995,952.0,0.046068668365478516
436,7889.999999999999,1011.0,0.030961275100708008
437,10674.999999999989,938.0,0.03127336502075195
438,7131.666666666667,688.0,0.05446434020996094
439,8143.3333333333285,960.0,0.030000686645507812
440,14480.0,1101.0,0.04686617851257324
441,15849.999999999995,1179.0,0.03124380111694336
442,6665.0,799.0,0.05443835258483887
443,11956.666666666657,972.0,0.03157973289489746
444,9525.0,984.0,0.031242847442626953
445,7878.33333333333,953.0,0.031255245208740234
446,11616.666666666666,1138.0,0.048657894134521484
447,7706.666666666661,1161.0,0.022932052612304688
448,5454.9999999999945,476.0,0.03485536575317383
449,7966.666666666663,976.0,0.03127098083496094
450,7903.333333333333,923.0,0.058283090591430664
451,8436.666666666666,1121.0,0.025989294052124023
452,6858.333333333331,644.0,0.04686737060546875
453,6976.666666666666,497.0,0.031241893768310547
454,13563.333333333332,828.0,0.046863555908203125
455,8218.333333333334,1039.0,0.031241655349731445
456,7795.0,875.0,0.046864986419677734
457,9255.0,1394.0,0.031241893768310547
458,10161.666666666664,1232.0,0.04690265655517578
459,6461.666666666666,563.0,0.031245708465576172
460,7831.666666666666,1031.0,0.057765960693359375
461,8081.666666666663,865.0,0.04456973075866699
462,11789.999999999998,1371.0,0.03124523162841797
463,8698.333333333325,1066.0,0.031241178512573242
464,11196.666666666659,1156.0,0.041152000427246094
465,9353.333333333332,1087.0,0.04085350036621094
466,8363.333333333332,1136.0,0.03625369071960449
467,11121.666666666664,1378.0,0.04687070846557617
468,7276.666666666666,1143.0,0.050805091857910156
469,5878.333333333333,524.0,0.03663897514343262
470,8365.0,971.0,0.046866416931152344
471,12911.666666666652,1200.0,0.07810616493225098
472,7256.666666666664,681.0,0.031242847442626953
473,7633.333333333332,846.0,0.04686284065246582
474,9064.999999999995,1085.0,0.03124403953552246
475,8489.999999999996,878.0,0.046868324279785156
476,8973.33333333333,1198.0,0.039891958236694336
477,7874.999999999997,839.0,0.02367854118347168
478,10876.666666666664,1179.0,0.046837806701660156
479,8786.666666666666,928.0,0.031241655349731445
480,7673.333333333334,927.0,0.06248641014099121
481,8688.333333333334,1025.0,0.04737234115600586
482,8145.0,938.0,0.04689931869506836
483,8111.666666666667,848.0,0.08216142654418945
484,9338.333333333332,1143.0,0.04690074920654297
485,7859.999999999999,939.0,0.031203031539916992
486,9146.666666666666,948.0,0.04686570167541504
487,8395.0,831.0,0.04686331748962402
488,8341.666666666659,1006.0,0.04686474800109863
489,8511.666666666666,1147.0,0.0710592269897461
490,7801.666666666667,975.0,0.07245373725891113
491,9258.333333333325,1110.0,0.05122828483581543
492,17023.333333333325,1261.0,0.04686379432678223
493,8320.0,986.0,0.03124213218688965
494,7593.333333333333,1138.0,0.06892538070678711
495,16874.999999999996,1189.0,0.03350639343261719
496,6239.999999999999,571.0,0.06248617172241211
497,10248.333333333327,1219.0,0.04686403274536133
498,8908.333333333327,1033.0,0.05231070518493652
499,5875.0,463.0,0.03824949264526367
500,7721.666666666665,820.0,0.03124856948852539
501,8504.999999999996,985.0,0.04686093330383301
502,8365.0,890.0,0.05697989463806152
503,7711.666666666665,821.0,0.0326075553894043
504,7321.666666666666,677.0,0.06248664855957031
505,6366.666666666665,601.0,0.05492281913757324
506,7558.333333333334,965.0,0.030611276626586914
507,9620.0,1426.0,0.03989124298095703
508,8725.0,1015.0,0.03256368637084961
509,9461.666666666664,1127.0,0.04526662826538086
510,8714.999999999996,1406.0,0.03961753845214844
511,7738.333333333332,909.0,0.03845095634460449
512,7210.0,634.0,0.03631329536437988
513,10353.333333333327,1075.0,0.04821944236755371
514,9858.333333333332,1127.0,0.03906059265136719
515,7033.333333333331,791.0,0.03592514991760254
516,12659.999999999998,1170.0,0.04895758628845215
517,6184.999999999998,559.0,0.033936500549316406
518,8793.333333333327,1010.0,0.03372764587402344
519,7270.0,835.0,0.06218695640563965
520,12069.999999999996,1058.0,0.05156421661376953
521,9485.0,1089.0,0.04686713218688965
522,9346.666666666664,1087.0,0.042884111404418945
523,9851.666666666666,1201.0,0.026435136795043945
524,7740.0,1050.0,0.04691052436828613
525,6670.0,881.0,0.04797649383544922
526,14643.333333333332,1155.0,0.0379488468170166
527,8558.333333333332,1084.0,0.034887075424194336
528,15351.666666666664,1074.0,0.0624849796295166
529,8045.0,897.0,0.04691886901855469
530,11568.33333333333,1231.0,0.04683995246887207
531,7491.666666666666,944.0,0.031255483627319336
532,14386.666666666664,1151.0,0.1570897102355957
533,5341.666666666666,593.0,0.04686713218688965
534,8936.666666666662,1128.0,0.031241416931152344
535,13176.666666666666,1003.0,0.04686403274536133
536,6889.999999999999,871.0,0.04304361343383789
537,6713.3333333333285,781.0,0.03393864631652832
538,9506.666666666664,1172.0,0.04686284065246582
539,8266.666666666664,1179.0,0.03124213218688965
540,6476.666666666666,712.0,0.04686403274536133
541,9316.666666666666,1219.0,0.03124260902404785
542,8873.333333333328,1111.0,0.04686450958251953
543,7154.999999999996,650.0,0.046864986419677734
544,9443.333333333332,1352.0,0.031241416931152344
545,5868.333333333332,778.0,0.046866416931152344
546,7646.666666666665,1049.0,0.04686260223388672
547,10633.333333333334,1068.0,0.031241178512573242
548,8741.666666666662,1034.0,0.031241893768310547
549,7049.999999999998,648.0,0.03359842300415039
550,8328.333333333334,1168.0,0.06357526779174805
551,8845.0,1085.0,0.03229928016662598
552,6976.666666666666,741.0,0.031239748001098633
553,13076.666666666666,959.0,0.07811427116394043
554,8668.333333333332,1154.0,0.06251907348632812
555,7271.666666666667,754.0,0.03123641014099121
556,9151.666666666664,1360.0,0.046834707260131836
557,9015.000000000002,1183.0,0.031238317489624023
558,9229.999999999998,1032.0,0.046874046325683594
559,5753.33333333333,577.0,0.046857595443725586
560,8859.999999999993,968.0,0.03123927116394043
561,7685.0,1126.0,0.04862833023071289
562,7674.999999999993,871.0,0.03096938133239746
563,12890.000000000002,782.0,0.06655573844909668
564,7438.333333333332,592.0,0.04088997840881348
565,13895.0,1344.0,0.040743350982666016
566,6786.666666666665,809.0,0.034009695053100586
567,7546.666666666664,770.0,0.04686784744262695
568,15176.666666666657,977.0,0.03127002716064453
569,9343.333333333332,1245.0,0.0312197208404541
570,8011.666666666663,878.0,0.046863555908203125
571,8129.999999999998,941.0,0.046894073486328125
572,7654.999999999998,956.0,0.031255245208740234
573,5346.666666666666,373.0,0.04685235023498535
574,7128.333333333332,680.0,0.031241655349731445
575,7708.333333333331,841.0,0.04683351516723633
576,6934.999999999997,788.0,0.05551958084106445
577,7485.0,950.0,0.033659934997558594
578,9498.33333333333,1265.0,0.031243562698364258
579,9139.999999999996,1171.0,0.031244993209838867
580,7110.0,907.0,0.07002091407775879
581,7119.999999999999,949.0,0.03461313247680664
582,9019.999999999998,1150.0,0.03128170967102051
583,9556.666666666666,1282.0,0.0477442741394043
584,6219.999999999999,775.0,0.04690694808959961
585,7316.666666666667,1008.0,0.031241416931152344
586,6671.666666666664,762.0,0.04686331748962402
587,8424.999999999998,1003.0,0.062448978424072266
588,7626.666666666661,725.0,0.06248593330383301
589,7296.666666666667,682.0,0.031238317489624023
590,9459.999999999993,1231.0,0.04686474800109863
591,10516.666666666664,1224.0,0.03124213218688965
592,8325.0,947.0,0.05033254623413086
593,16974.999999999996,1259.0,0.04382205009460449
594,6811.666666666667,870.0,0.03127694129943848
595,11029.999999999998,1215.0,0.04683375358581543
596,5696.666666666666,654.0,0.04686117172241211
597,7904.9999999999945,1200.0,0.031242847442626953
598,6836.666666666665,619.0,0.03124237060546875
599,11328.333333333332,1181.0,0.04686570167541504
600,13063.33333333333,1004.0,0.031241655349731445
601,8063.333333333333,821.0,0.046863555908203125
