,Cost,Redundant,epsilon,binding(1),sample,scenario,Time(sec)
0,6270.0,17.0,17.0,True,0,0,0.03889656066894531
1,6400.0,28.0,27.79,False,0,0,0.05086469650268555
2,6600.0,40.0,38.58,False,0,0,0.06433415412902832
3,6820.0,52.0,49.37,False,0,0,0.10422754287719727
4,7040.0,64.0,60.16,False,0,0,0.1959824562072754
5,7229.999999999999,71.00000000000001,70.95,False,0,0,0.2268993854522705
6,7370.0,82.0,81.74,False,0,0,0.24086236953735352
7,7590.0,94.0,92.53,False,0,0,0.26081371307373047
8,7810.0,106.0,103.32,False,0,0,0.275773286819458
9,8050.0,118.0,114.11,False,0,0,0.3925027847290039
10,8260.0,125.0,124.9,False,0,0,0.4995722770690918
11,8410.0,136.0,135.69,False,0,0,0.5195434093475342
12,8640.0,148.0,146.48,False,0,0,0.5394649505615234
13,8890.000000000002,160.0000000000001,157.27,False,0,0,0.5948340892791748
14,9120.0,172.0,168.06,False,0,0,0.8222255706787109
15,9350.0,179.0,178.85,False,0,0,0.9419045448303223
16,9490.0,190.00000000000003,189.64,False,0,0,0.9628493785858154
17,9730.0,202.0,200.43,False,0,0,1.062582015991211
18,9970.000000000002,214.00000000000006,211.22,False,0,0,1.0994837284088135
19,10210.0,226.0,222.01,False,0,0,1.2241504192352295
20,10430.0,233.0,232.8,False,0,0,1.4106552600860596
21,10560.0,244.0,243.59,False,0,0,1.422623634338379
22,10810.0,256.0,254.38,False,0,0,1.495774745941162
23,11040.0,268.0,265.16999999999996,False,0,0,1.5127317905426025
24,11290.0,280.0,275.96,False,0,0,1.583559274673462
25,11509.999999999995,287.00000000000273,286.75,False,0,0,1.7761211395263672
26,11650.0,298.0,297.54,False,0,0,1.8190062046051025
27,11890.0,310.0,308.33,False,0,0,1.8549559116363525
28,12130.0,322.0,319.12,False,0,0,1.8973197937011719
29,12370.0,334.0,329.91,False,0,0,1.9992682933807373
30,12580.0,341.0,340.7,False,0,0,2.381481409072876
31,12730.0,352.0,351.49,False,0,0,2.3990747928619385
32,12960.0,364.0,362.28,False,0,0,2.4219954013824463
33,13210.0,376.0,373.07,False,0,0,2.478365421295166
34,13440.0,388.0,383.86,False,0,0,2.577134847640991
35,13670.0,395.0,394.65,False,0,0,3.3838906288146973
36,13810.0,406.0,405.44,False,0,0,3.400357723236084
37,14050.0,418.0,416.23,False,0,0,3.447249174118042
38,14290.0,430.0,427.02,False,0,0,3.4721858501434326
39,14530.0,442.0,437.81,False,0,0,3.5590505599975586
40,14750.0,449.0,448.6,False,0,0,4.082211971282959
41,14880.000000000002,460.00000000000006,459.39,False,0,0,4.094180107116699
42,15130.0,472.0,470.18,False,0,0,4.2626423835754395
43,15360.0,484.0,480.97,False,0,0,4.937624931335449
44,15610.0,496.0,491.76,False,0,0,5.227379083633423
45,15830.0,503.0,502.55,False,0,0,5.670971393585205
46,15970.0,514.0,513.3399999999999,False,0,0,5.701565742492676
47,16210.0,526.0,524.13,False,0,0,5.773374080657959
48,16450.0,538.0,534.92,False,0,0,5.86313271522522
49,16690.0,550.0,545.71,False,0,0,5.962437152862549
50,16900.0,557.0,556.5,False,0,0,6.19046950340271
51,17050.0,568.0,567.29,False,0,0,6.210429906845093
52,17280.0,580.0,578.08,False,0,0,6.229365348815918
53,17530.0,592.0,588.87,False,0,0,6.588922739028931
54,17760.0,604.0,599.66,False,0,0,6.677737712860107
55,17990.0,611.0,610.45,False,0,0,6.902874946594238
56,18610.0,622.0,621.24,False,0,0,6.925746202468872
57,19710.0,633.0,632.03,False,0,0,6.9546685218811035
58,20710.0,643.0,642.82,False,0,0,6.979605436325073
59,21810.0,654.0000000000001,653.61,False,0,0,6.997062921524048
60,22910.000000000004,665.0000000000002,664.4,False,0,0,7.018006324768066
61,24010.0,676.0,675.19,False,0,0,7.042940616607666
