,Cost,Redundant,Time(sec),sample,scenario,z
0,160.0,505.0,0.2762923240661621,0.0,0.0,32.0
1,120160.0,1705.0,0.2762923240661621,0.0,0.0,32.0
2,240160.0,2905.0,0.2762923240661621,0.0,0.0,32.0
3,360160.0,4105.0,0.2762923240661621,0.0,0.0,32.0
4,480160.0,5305.0,0.2762923240661621,0.0,0.0,32.0
5,600160.0,6505.0,0.2762923240661621,0.0,0.0,32.0
6,720160.0,7705.0,0.2762923240661621,0.0,0.0,32.0
7,160.0,268.0,0.2762923240661621,0.0,1.0,32.0
8,120160.0,1468.0,0.2762923240661621,0.0,1.0,32.0
9,240160.0,2668.0,0.2762923240661621,0.0,1.0,32.0
10,360160.0,3868.0,0.2762923240661621,0.0,1.0,32.0
11,480160.0,5068.0,0.2762923240661621,0.0,1.0,32.0
12,600160.0,6268.0,0.2762923240661621,0.0,1.0,32.0
13,720160.0,7468.0,0.2762923240661621,0.0,1.0,32.0
14,390.0,146.0,0.2762923240661621,0.0,2.0,38.0
15,120360.0,1346.0,0.2762923240661621,0.0,2.0,32.0
16,240360.0,2546.0,0.2762923240661621,0.0,2.0,32.0
17,360260.0,3745.0,0.2762923240661621,0.0,2.0,32.0
18,480260.0,4945.0,0.2762923240661621,0.0,2.0,32.0
19,600260.0,6145.0,0.2762923240661621,0.0,2.0,32.0
20,720160.0,7344.0,0.2762923240661621,0.0,2.0,32.0
21,230.0,745.0,0.2653346061706543,1.0,0.0,46.0
22,120230.0,1945.0,0.2653346061706543,1.0,0.0,46.0
23,240230.0,3145.0,0.2653346061706543,1.0,0.0,46.0
24,360230.0,4345.0,0.2653346061706543,1.0,0.0,46.0
25,480230.0,5545.0,0.2653346061706543,1.0,0.0,46.0
26,600230.0,6745.0,0.2653346061706543,1.0,0.0,46.0
27,720230.0,7945.0,0.2653346061706543,1.0,0.0,46.0
28,260.0,551.0,0.2653346061706543,1.0,1.0,52.0
29,120230.0,1751.0,0.2653346061706543,1.0,1.0,46.0
30,240230.0,2951.0,0.2653346061706543,1.0,1.0,46.0
31,360230.0,4151.0,0.2653346061706543,1.0,1.0,46.0
32,480230.0,5351.0,0.2653346061706543,1.0,1.0,46.0
33,600230.0,6551.0,0.2653346061706543,1.0,1.0,46.0
34,720230.0,7751.0,0.2653346061706543,1.0,1.0,46.0
35,820.0,50.0,0.2653346061706543,1.0,2.0,64.0
36,120730.0,1250.0,0.2653346061706543,1.0,2.0,46.0
37,240630.0,2449.0,0.2653346061706543,1.0,2.0,46.0
38,360530.0,3648.0,0.2653346061706543,1.0,2.0,46.0
39,480430.0,4847.0,0.2653346061706543,1.0,2.0,46.0
40,600330.0,6046.0,0.2653346061706543,1.0,2.0,46.0
41,720230.0,7245.0,0.2653346061706543,1.0,2.0,46.0
