,Cost,Redundant,Time(sec),sample,scenario,z
0,150.0,582.0,0.44281625747680664,0.0,0.0,30.0
1,4950.0,630.0,0.44281625747680664,0.0,0.0,30.0
2,9750.0,678.0,0.44281625747680664,0.0,0.0,30.0
3,14550.0,726.0,0.44281625747680664,0.0,0.0,30.0
4,19350.0,774.0,0.44281625747680664,0.0,0.0,30.0
5,24150.0,822.0,0.44281625747680664,0.0,0.0,30.0
6,28950.0,870.0,0.44281625747680664,0.0,0.0,30.0
7,33750.0,918.0,0.44281625747680664,0.0,0.0,30.0
8,38550.0,966.0,0.44281625747680664,0.0,0.0,30.0
9,43350.0,1014.0,0.44281625747680664,0.0,0.0,30.0
10,48150.0,1062.0,0.44281625747680664,0.0,0.0,30.0
11,210.0,330.0,0.44281625747680664,0.0,1.0,42.0
12,4950.0,378.0,0.44281625747680664,0.0,1.0,30.0
13,9750.0,426.0,0.44281625747680664,0.0,1.0,30.0
14,14550.0,474.0,0.44281625747680664,0.0,1.0,30.0
15,19350.0,522.0,0.44281625747680664,0.0,1.0,30.0
16,24150.0,570.0,0.44281625747680664,0.0,1.0,30.0
17,28950.0,618.0,0.44281625747680664,0.0,1.0,30.0
18,33750.0,666.0,0.44281625747680664,0.0,1.0,30.0
19,38550.0,714.0,0.44281625747680664,0.0,1.0,30.0
20,43350.0,762.0,0.44281625747680664,0.0,1.0,30.0
21,48150.0,810.0,0.44281625747680664,0.0,1.0,30.0
22,590.0,76.0,0.44281625747680664,0.0,2.0,78.0
23,5180.0,124.0,0.44281625747680664,0.0,2.0,36.0
24,9950.0,172.0,0.44281625747680664,0.0,2.0,30.0
25,14750.0,220.0,0.44281625747680664,0.0,2.0,30.0
26,19550.0,268.0,0.44281625747680664,0.0,2.0,30.0
27,24250.0,315.0,0.44281625747680664,0.0,2.0,30.0
28,29050.0,363.0,0.44281625747680664,0.0,2.0,30.0
29,33850.0,411.0,0.44281625747680664,0.0,2.0,30.0
30,38650.0,459.0,0.44281625747680664,0.0,2.0,30.0
31,43450.0,507.0,0.44281625747680664,0.0,2.0,30.0
32,48150.0,554.0,0.44281625747680664,0.0,2.0,30.0
